technology,0,1,2,3,4,5,6,7,8,9,10,11,12,13
ASU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMR_CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anaerobic_digestion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biomass_to_coal_conversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biomethane_conversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5010.0
carbon_pipeline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carbon_removal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carbon_storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cement_plant,24.453673363973422,24.453673363973422,24.453673363973422,24.453673363973422,24.453673363973422,24.453673363973422,24.453673363973422,24.453673363973422,24.453673363973422,24.453673363973422,24.453673363973422,24.453673363973422,24.453673363973422,24.453673363973422
cement_plant_oxy_combustion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cement_plant_post_comb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electrolysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gasification,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gasification_CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hydrogen_pipeline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pv_ground,0.8613769705874648,0.8613769705874648,0.8613769705874648,0.8613769705874648,0.8613769705874648,0.8613769705874648,0.8613769705874648,0.8613769705874648,0.8613769705874648,0.8613769705874648,0.8613769705874648,0.8613769705874648,0.8613769705874648,0.8613769705874648
wind_offshore,1.2100799328985223,1.2100799328985223,1.2100799328985223,1.2100799328985223,1.2100799328985223,1.2100799328985223,1.2100799328985223,1.2100799328985223,1.2100799328985223,1.2100799328985223,1.2100799328985223,1.2100799328985223,1.2100799328985223,1.2100799328985223
wind_onshore,7.135702203056183,7.135702203056183,7.135702203056183,7.135702203056183,7.135702203056183,7.135702203056183,7.135702203056183,7.135702203056183,7.135702203056183,7.135702203056183,7.135702203056183,7.135702203056183,7.135702203056183,7.135702203056183
